id,probe,fixture,mime_types,ground_truth_extensions,ground_truth_filenames,review_status,format_validity,validator,identifiability,reproduction_method,declared_reproduction_tier,disk_sha_consistency,reproduction_verified,pinned_source_sha_verified,source_manifest_status,sha256,sha256_on_disk,evidence_status
sample-ixx,.ixx,tests/fixtures/sample.ixx,text/x-c++,.cc; .cpp; .cxx; .c++; .cppm; .ixx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ae9e7f6a49ded50cad5f1adaf214a7db14a214c7352273dd4c650a4f4292c7f9,ae9e7f6a49ded50cad5f1adaf214a7db14a214c7352273dd4c650a4f4292c7f9,missing
sample-jl,.jl,tests/fixtures/sample.jl,text/x-julia,.jl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,cedba7725a2bb636d899dddf00e9d2b71005f97e6a8b0468ca8cf3be6074e8a6,cedba7725a2bb636d899dddf00e9d2b71005f97e6a8b0468ca8cf3be6074e8a6,missing
sample-kt,.kt,tests/fixtures/sample.kt,text/x-kotlin,.kt; .kts,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7c8cfc1159391051ae9df777b734281c174f11adce948f66f1a3e73444d76f2d,7c8cfc1159391051ae9df777b734281c174f11adce948f66f1a3e73444d76f2d,missing
sample-kts,.kts,tests/fixtures/sample.kts,text/x-kotlin,.kt; .kts,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7c8cfc1159391051ae9df777b734281c174f11adce948f66f1a3e73444d76f2d,7c8cfc1159391051ae9df777b734281c174f11adce948f66f1a3e73444d76f2d,missing
sample-lean,.lean,tests/fixtures/sample.lean,text/x-lean,.lean,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,2842028fc4bf7ef2b110d91a5a49439b2d65f70bf08fbd78c17e8540d165b036,2842028fc4bf7ef2b110d91a5a49439b2d65f70bf08fbd78c17e8540d165b036,missing
sample-lhs,.lhs,tests/fixtures/sample.lhs,text/x-haskell,.hs; .lhs,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,9e5e3c2e4c7f025df7711c3c3fc2d90b4745be9bc3dc403f9b193617fb316d1d,9e5e3c2e4c7f025df7711c3c3fc2d90b4745be9bc3dc403f9b193617fb316d1d,missing
sample-lua,.lua,tests/fixtures/sample.lua,text/x-lua,.lua,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,18a6066e8dd25f6d99b3274b3232ebae6750fc8d1637729125863d7919df784f,18a6066e8dd25f6d99b3274b3232ebae6750fc8d1637729125863d7919df784f,missing
sample-m2t,.m2t,tests/fixtures/sample.m2t,text/plain,.m2t,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,0b4be092219e4eaa5e8c8bb4f4a1d9e296e1c7699b3654cd4dd543752de8e0ef,0b4be092219e4eaa5e8c8bb4f4a1d9e296e1c7699b3654cd4dd543752de8e0ef,missing
sample-m3u,.m3u,tests/fixtures/sample.m3u,audio/x-mpegurl,.m3u; .m3u8,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,689a7b2242cfe0ef9501787c6012828f7239055c70483122f7bdc0c086943803,689a7b2242cfe0ef9501787c6012828f7239055c70483122f7bdc0c086943803,missing
sample-m3u8,.m3u8,tests/fixtures/sample.m3u8,application/vnd.apple.mpegurl,.m3u8; .m3u,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,689a7b2242cfe0ef9501787c6012828f7239055c70483122f7bdc0c086943803,689a7b2242cfe0ef9501787c6012828f7239055c70483122f7bdc0c086943803,missing
sample-metal,.metal,tests/fixtures/sample.metal,text/x-c++,.metal,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a157666eb228e7687a8fcc1663f49b3e9da9d48cbc81640490ee92aed254e213,a157666eb228e7687a8fcc1663f49b3e9da9d48cbc81640490ee92aed254e213,missing
sample-mlir,.mlir,tests/fixtures/sample.mlir,text/x-mlir,.mlir,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,81e9ca5387d8838294f41c29ae588c00474ee1ba12b438e1ae784fcbeacb2c7d,81e9ca5387d8838294f41c29ae588c00474ee1ba12b438e1ae784fcbeacb2c7d,missing
sample-nix,.nix,tests/fixtures/sample.nix,text/x-nix,.nix,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,fb9219f094bd75001806bac11ba381398a225e12f31f43d2db1d77f9ecf92226,fb9219f094bd75001806bac11ba381398a225e12f31f43d2db1d77f9ecf92226,missing
sample-npy,.npy,tests/fixtures/sample.npy,application/x-numpy,.npy,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,07fa47cad8f32495a1409698d1aeac8d06ad71a0fca65f1b5b400a7ce217debe,07fa47cad8f32495a1409698d1aeac8d06ad71a0fca65f1b5b400a7ce217debe,missing
sample-onnx,.onnx,tests/fixtures/sample.onnx,application/x-onnx,.onnx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,54375b16ee099d9dca13a2973614bdabdffdfb5e510e98dc0921cfbaae98d3ec,54375b16ee099d9dca13a2973614bdabdffdfb5e510e98dc0921cfbaae98d3ec,missing
sample-pb,.pb,tests/fixtures/sample.pb,application/octet-stream,.pb,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c99e673a22952bfdd4a887997cdd4a309ccf1ab52cda248c5b38df6cbd5ceb98,c99e673a22952bfdd4a887997cdd4a309ccf1ab52cda248c5b38df6cbd5ceb98,missing
sample-pickle,.pickle,tests/fixtures/sample.pickle,application/x-python-pickle,.pickle; .pkl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7fd82bc8334d49ee88c613e24ac7d0b13453972c5794fab10f9af20afc31f242,7fd82bc8334d49ee88c613e24ac7d0b13453972c5794fab10f9af20afc31f242,missing
sample-pkl,.pkl,tests/fixtures/sample.pkl,application/x-python-pickle,.pickle; .pkl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7fd82bc8334d49ee88c613e24ac7d0b13453972c5794fab10f9af20afc31f242,7fd82bc8334d49ee88c613e24ac7d0b13453972c5794fab10f9af20afc31f242,missing
sample-protobuf,.protobuf,tests/fixtures/sample.protobuf,application/x-protobuf,.proto; .protobuf,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c99e673a22952bfdd4a887997cdd4a309ccf1ab52cda248c5b38df6cbd5ceb98,c99e673a22952bfdd4a887997cdd4a309ccf1ab52cda248c5b38df6cbd5ceb98,missing
sample-ps1,.ps1,tests/fixtures/sample.ps1,text/x-powershell,.ps1,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,beb6188c27b3d0aca7ae156f27d9dc5ee80122d2e9bc79bf6a7bca7a31f3729c,beb6188c27b3d0aca7ae156f27d9dc5ee80122d2e9bc79bf6a7bca7a31f3729c,missing
sample-pt,.pt,tests/fixtures/sample.pt,application/x-pytorch,.pt,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,52a0f467b036d3ca841849a32904e2ddd05ff1f5df75237d669e17d6af60a05c,52a0f467b036d3ca841849a32904e2ddd05ff1f5df75237d669e17d6af60a05c,missing
sample-pth,.pth,tests/fixtures/sample.pth,application/x-pytorch,.pth,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,52a0f467b036d3ca841849a32904e2ddd05ff1f5df75237d669e17d6af60a05c,52a0f467b036d3ca841849a32904e2ddd05ff1f5df75237d669e17d6af60a05c,missing
sample-pub,.pub,tests/fixtures/sample.pub,text/plain,.pub,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,2f88cb7a6415e52ccd4863bc9bbf774b324a62a117fcb13f354ae9333ae39538,2f88cb7a6415e52ccd4863bc9bbf774b324a62a117fcb13f354ae9333ae39538,missing
sample-purs,.purs,tests/fixtures/sample.purs,text/x-purescript,.purs,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7443c4e51e19cc67710a24157335657bb2dd4598fed4e27c18aa8b846004d191,7443c4e51e19cc67710a24157335657bb2dd4598fed4e27c18aa8b846004d191,missing
sample-pyi,.pyi,tests/fixtures/sample.pyi,text/x-python,.pyi,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,6b3c1b353065b17129d883ec6ffa1145bc0444f14ec83e69c6ef66fc2c3a57f2,6b3c1b353065b17129d883ec6ffa1145bc0444f14ec83e69c6ef66fc2c3a57f2,missing
sample-roc,.roc,tests/fixtures/sample.roc,text/x-roc,.roc,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,3e886d8606e4608c0895db84d4e0e2057140ab2401293a1296579e310c32faf8,3e886d8606e4608c0895db84d4e0e2057140ab2401293a1296579e310c32faf8,missing
sample-sgml,.sgml,tests/fixtures/sample.sgml,text/sgml,.sgml,,excluded,needs_review,pending,ambiguous,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,68bddb506d64317975a3988830fea7e311bb844f55a926d121d965efca5c074c,68bddb506d64317975a3988830fea7e311bb844f55a926d121d965efca5c074c,missing
sample-sol,.sol,tests/fixtures/sample.sol,text/x-solidity,.sol,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,d3858cf7b8ad1d4677e2b4a73fc9c32ff2fe63498d9a5b0a9183e72544a5819c,d3858cf7b8ad1d4677e2b4a73fc9c32ff2fe63498d9a5b0a9183e72544a5819c,missing
sample-spv,.spv,tests/fixtures/sample.spv,application/octet-stream,.spv,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,6d662cef909999e1b3d0d34fad812e1f244bf21bdcf1b88d853183ccc5c82141,6d662cef909999e1b3d0d34fad812e1f244bf21bdcf1b88d853183ccc5c82141,missing
sample-sum,.sum,tests/fixtures/sample.sum,text/plain,.sum,,excluded,needs_review,pending,ambiguous,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,439777dfa8b19197d7b8fd86bb5fd9a9a3a6daec31fc6437476a4f454d60bce4,439777dfa8b19197d7b8fd86bb5fd9a9a3a6daec31fc6437476a4f454d60bce4,missing
sample-text,.text,tests/fixtures/sample.text,text/plain,.txt; .text,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c98c24b677eff44860afea6f493bbaec5bb1c4cbb209c6fc2bbb47f66ff2ad31,c98c24b677eff44860afea6f493bbaec5bb1c4cbb209c6fc2bbb47f66ff2ad31,missing
sample-ts,.ts,tests/fixtures/sample.ts,text/plain,.ts,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,0b4be092219e4eaa5e8c8bb4f4a1d9e296e1c7699b3654cd4dd543752de8e0ef,0b4be092219e4eaa5e8c8bb4f4a1d9e296e1c7699b3654cd4dd543752de8e0ef,missing
sample-txt,.txt,tests/fixtures/sample.txt,text/plain,.txt,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c98c24b677eff44860afea6f493bbaec5bb1c4cbb209c6fc2bbb47f66ff2ad31,c98c24b677eff44860afea6f493bbaec5bb1c4cbb209c6fc2bbb47f66ff2ad31,missing
sample-vim,.vim,tests/fixtures/sample.vim,text/x-vim,.vim,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,dee0e8daf8c98a41fb3a6522b46ccd367631eeefa96301bedfa1ab250597e00f,dee0e8daf8c98a41fb3a6522b46ccd367631eeefa96301bedfa1ab250597e00f,missing
sample-wgsl,.wgsl,tests/fixtures/sample.wgsl,text/x-wgsl,.wgsl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,b212adfab42a49bf443e4637c37d5eaca57ceff4d8e934b08b3fd26ddda8da36,b212adfab42a49bf443e4637c37d5eaca57ceff4d8e934b08b3fd26ddda8da36,missing
sample-arc,.arc,tests/fixtures/sample.arc,application/octet-stream,.arc,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,f0e1a755faecfd1c2ea42167d99fbbaa02c5abf179878f8beabf327906c88284,f0e1a755faecfd1c2ea42167d99fbbaa02c5abf179878f8beabf327906c88284,missing
sample-chm,.chm,tests/fixtures/sample.chm,application/octet-stream,.chm,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7aa9d41df711c9c0a7e55f8c15e67b8fa50134d40f493bb9e9fc3beb6d170fb1,7aa9d41df711c9c0a7e55f8c15e67b8fa50134d40f493bb9e9fc3beb6d170fb1,missing
sample-dcm,.dcm,tests/fixtures/sample.dcm,application/dicom,.dcm,,verified,verified,w3_validate.py:pydicom,distinctive,generated:scripts.generators.data_formats.DataFormatGenerator._create_dcm; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,verified,94e8bb25f73b15dce5bbb248e99c1105179f2368eab76891622f48070a55873a,94e8bb25f73b15dce5bbb248e99c1105179f2368eab76891622f48070a55873a,complete
sample-dex,.dex,tests/fixtures/sample.dex,application/octet-stream,.dex,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,87d3a70a0ea84c9915b86361a262690eddaf8e9c82948549d3750fb003c82a71,87d3a70a0ea84c9915b86361a262690eddaf8e9c82948549d3750fb003c82a71,missing
sample-dockerfile,.dockerfile,tests/fixtures/sample.dockerfile,text/plain,.dockerfile,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,0aae8821a35b03262568625d3b11b1cde3726798169e8118deb5aa04b29186d5,0aae8821a35b03262568625d3b11b1cde3726798169e8118deb5aa04b29186d5,missing
sample-jng,.jng,tests/fixtures/sample.jng,application/octet-stream,.jng,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,1de3f8985744c1ce0d8e4e77b15edd500280b0d20ff507970985719439f000f8,1de3f8985744c1ce0d8e4e77b15edd500280b0d20ff507970985719439f000f8,missing
sample-lha,.lha,tests/fixtures/sample.lha,text/plain,.lha,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a08d92b1c910c6535f8615aefd450c4af726cb7260b0fc2c8bdc89f951c5a6ea,a08d92b1c910c6535f8615aefd450c4af726cb7260b0fc2c8bdc89f951c5a6ea,missing
sample-lrz,.lrz,tests/fixtures/sample.lrz,text/plain,.lrz,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,356eaf7f5a3cfceac2d45f65b0544e4b0b6dfba6d0576a4bef4afb1e836da6ca,356eaf7f5a3cfceac2d45f65b0544e4b0b6dfba6d0576a4bef4afb1e836da6ca,missing
sample-lzh,.lzh,tests/fixtures/sample.lzh,text/plain,.lzh,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,4d1c79827a754ed8f8e45debb9d581dee73577ceeca395e461e89c4ad2740289,4d1c79827a754ed8f8e45debb9d581dee73577ceeca395e461e89c4ad2740289,missing
sample-odex,.odex,tests/fixtures/sample.odex,application/octet-stream,.odex,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c87eea6ee84aee2db8267b0926aa0c86a5ae0184de70c570630c84fd868363f0,c87eea6ee84aee2db8267b0926aa0c86a5ae0184de70c570630c84fd868363f0,missing
sample-oga,.oga,tests/fixtures/sample.oga,application/octet-stream,.oga,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,37ac58f20516f38660946e617da982a0bf20e64a66cc839e3f6becc211c7e6ca,37ac58f20516f38660946e617da982a0bf20e64a66cc839e3f6becc211c7e6ca,missing
sample-ogg,.ogg,tests/fixtures/sample.ogg,application/octet-stream,.ogg,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,37ac58f20516f38660946e617da982a0bf20e64a66cc839e3f6becc211c7e6ca,37ac58f20516f38660946e617da982a0bf20e64a66cc839e3f6becc211c7e6ca,missing
sample-opus,.opus,tests/fixtures/sample.opus,application/octet-stream,.opus,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,37ac58f20516f38660946e617da982a0bf20e64a66cc839e3f6becc211c7e6ca,37ac58f20516f38660946e617da982a0bf20e64a66cc839e3f6becc211c7e6ca,missing
sample-pcapng,.pcapng,tests/fixtures/sample.pcapng,application/octet-stream,.pcapng,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,e742fc5e1da6672a39198e7d0d6b99949c89e97bf073a4b9ec0ba97187917793,e742fc5e1da6672a39198e7d0d6b99949c89e97bf073a4b9ec0ba97187917793,missing
sample-pyc,.pyc,tests/fixtures/sample.pyc,application/x-python-code,.pyc,,verified,verified,w3_validate.py:pyc-marshal,distinctive,generated:scripts.generators.executables.ExecutableGenerator._create_pyc; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,verified,f4333e808079e0e3669005c9657e51039c1efc4989665902abc27be8afd79659,f4333e808079e0e3669005c9657e51039c1efc4989665902abc27be8afd79659,complete
sample-pyo,.pyo,tests/fixtures/sample.pyo,text/plain,.pyo,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,b0bf6484e4e98285cfa9623c832a36c86482b8b922c0af8393ef4d138aa8a002,b0bf6484e4e98285cfa9623c832a36c86482b8b922c0af8393ef4d138aa8a002,missing
sample-qoi,.qoi,tests/fixtures/sample.qoi,application/octet-stream,.qoi,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,4c5dd859f0e672e6df12d01b6bb602115fc7c4198d42eb98ed4308ee79d8e6a6,4c5dd859f0e672e6df12d01b6bb602115fc7c4198d42eb98ed4308ee79d8e6a6,missing
sample-stl,.stl,tests/fixtures/sample.stl,application/octet-stream,.stl,,excluded,needs_review,pending,,generated:scripts.generators; tier=pinned-sha-roundtrip,pinned-sha-roundtrip,SHA256 match,not-executed,not-applicable,excluded,dce4a3a3a401bfd064ad999917b351dbe52fc788f60614f68e9e8c8869aadb69,dce4a3a3a401bfd064ad999917b351dbe52fc788f60614f68e9e8c8869aadb69,missing
sample-swf,.swf,tests/fixtures/sample.swf,application/octet-stream,.swf,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,cf8f82bc4ecdf831e38df4471e600adaf492dd156276b41072344d61e97d8bc3,cf8f82bc4ecdf831e38df4471e600adaf492dd156276b41072344d61e97d8bc3,missing
sample-woff,.woff,tests/fixtures/sample.woff,font/woff,.woff,,excluded,verified,fontTools TTFont WOFF reopen,distinctive,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,82d4c25eaecd8cb436d93ed01b3b490cea19ea308e8f42667cbc3ca1de6c6360,82d4c25eaecd8cb436d93ed01b3b490cea19ea308e8f42667cbc3ca1de6c6360,complete
sample-3dm,.3dm,tests/fixtures/sample.3dm,application/octet-stream,.3dm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.3dm,exact-byte,SHA256 match,not-executed,True,excluded,e1284602ebe03cb7eb5b340681f26fb06e4137314a278e39332ffd9095d8fe84,e1284602ebe03cb7eb5b340681f26fb06e4137314a278e39332ffd9095d8fe84,missing
sample-3ds,.3ds,tests/fixtures/sample.3ds,image/x-3ds,.3ds,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.3ds,exact-byte,SHA256 match,not-executed,True,excluded,2e9954f1e6c6bad17c7101b813a15e549eab86a2efcb907725ddc373c4930e9d,2e9954f1e6c6bad17c7101b813a15e549eab86a2efcb907725ddc373c4930e9d,missing
sample-3g2,.3g2,tests/fixtures/sample.3g2,video/3gpp2,.3g2,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/video/sample.3g2,exact-byte,SHA256 match,not-executed,True,excluded,12a1f1f24663fa1a268147bc62fb308210ca954ff4af2c5d219eef4726f686d7,12a1f1f24663fa1a268147bc62fb308210ca954ff4af2c5d219eef4726f686d7,missing
sample-3mf,.3mf,tests/fixtures/sample.3mf,application/zip,.3mf,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.3mf,exact-byte,SHA256 match,not-executed,True,excluded,2b884192b91b9acf57cd52a0674b873482e7c3571e69e1179a1b1b08979351ec,2b884192b91b9acf57cd52a0674b873482e7c3571e69e1179a1b1b08979351ec,missing
sample-ac3,.ac3,tests/fixtures/sample.ac3,audio/vnd.dolby.dd-raw,.ac3,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/audio/sample.ac3,exact-byte,SHA256 match,not-executed,True,excluded,abd2dc1108f4bfa97c7b20fc5547d2ab56acaac4c8c8b2f3c80d99e56275648d,abd2dc1108f4bfa97c7b20fc5547d2ab56acaac4c8c8b2f3c80d99e56275648d,missing
sample-accdb,.accdb,tests/fixtures/sample.accdb,application/x-msaccess,.accdb,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/databases/sample.accdb,exact-byte,SHA256 match,not-executed,True,excluded,ea6065d2e01df9b05e0f805fc2d0c2da353f506d015748759d3c794a99cdfe9c,ea6065d2e01df9b05e0f805fc2d0c2da353f506d015748759d3c794a99cdfe9c,missing
sample-ace,.ace,tests/fixtures/sample.ace,text/plain,.ace,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/archives/sample.ace,exact-byte,SHA256 match,not-executed,True,excluded,675d78b663b77b18a6a59a6c8b5adb3db80259335390fa60b898be13f28f32f2,675d78b663b77b18a6a59a6c8b5adb3db80259335390fa60b898be13f28f32f2,missing
sample-acf,.acf,tests/fixtures/sample.acf,application/octet-stream,.acf,,excluded,needs_review,pending,,Downloaded from openpreserve/format-corpus (CC0),unclassified,SHA256 match,not-executed,not-applicable,excluded,fed4822121f7fca269c317e5fbefcafbb9f3ac836875567013c88c30424221c4,fed4822121f7fca269c317e5fbefcafbb9f3ac836875567013c88c30424221c4,missing
sample-adoc,.adoc,tests/fixtures/sample.adoc,text/x-script.python,.adoc,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/documents/sample.adoc,exact-byte,SHA256 match,not-executed,True,excluded,75065157f1689f102b75ff9c66708bd29333213f6cf0eb968f1e3e7b9d139809,75065157f1689f102b75ff9c66708bd29333213f6cf0eb968f1e3e7b9d139809,missing
sample-aif,.aif,tests/fixtures/sample.aif,audio/x-aiff,.aif,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/audio/sample.aif,exact-byte,SHA256 match,not-executed,True,excluded,ca409b39df1c91aec70a13d964ae8d726da1499c40732a97c19d3807ba4fad37,ca409b39df1c91aec70a13d964ae8d726da1499c40732a97c19d3807ba4fad37,missing
sample-amf,.amf,tests/fixtures/sample.amf,application/x-amf,.amf,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.amf,exact-byte,SHA256 match,not-executed,True,excluded,a6ff5ed04e141162c425ad98f28bac8d87c4deed12a03db767166611f59cde4d,a6ff5ed04e141162c425ad98f28bac8d87c4deed12a03db767166611f59cde4d,missing
sample-amr,.amr,tests/fixtures/sample.amr,audio/amr,.amr,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/audio/sample.amr,exact-byte,SHA256 match,not-executed,True,excluded,5c26f15a4c31b95635bff45ccc36e33155b3ff9ca391d60b72ba39efc4e041f5,5c26f15a4c31b95635bff45ccc36e33155b3ff9ca391d60b72ba39efc4e041f5,missing
sample-ani,.ani,tests/fixtures/sample.ani,application/x-navi-animation,.ani,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.ani,exact-byte,SHA256 match,not-executed,True,excluded,d3375edb4388685a3ecb8cdb18ea30fa0cc51c848cd7214546df8e88eef2e43d,d3375edb4388685a3ecb8cdb18ea30fa0cc51c848cd7214546df8e88eef2e43d,missing
sample-apng,.apng,tests/fixtures/sample.apng,image/png,.apng,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.apng,exact-byte,SHA256 match,not-executed,True,excluded,a90f716d836b7861c9bbdef962c7cad5457827a288e066bdd1f6d4ff86f5c2fd,a90f716d836b7861c9bbdef962c7cad5457827a288e066bdd1f6d4ff86f5c2fd,missing
